user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,is_valid_pan,is_valid_aadhaar
USR91113,Harish Borra,RDUPI7230S,1508-2532-6022,1965-03-11 00:00:00,Amritsar,Punjab,21800.0,Farmer,2025-04-01 00:00:00,VERIFIED,LOW,True,True
USR93886,Jeevika Shukla,ELEAR1487Q,,2002-05-17 00:00:00,Kolkata,West Bengal,40385.0,Farmer,2024-08-09 00:00:00,VERIFIED,LOW,True,False
USR21148,Meera Konda,PYDSQ9009I,6835-6349-7539,1980-11-26 00:00:00,Delhi,Delhi,29943.0,Retired,2024-02-10 00:00:00,VERIFIED,LOW,True,True
USR87978,Oeshi Jha,OJFKU7935H,2208-3093-3670,2006-06-16 00:00:00,Pune,Maharashtra,8712.0,Retired,2024-10-17 00:00:00,VERIFIED,LOW,True,True
USR16886,Mason Chana,WYFCD1435K,4201-7465-6197,1969-11-22 07:43:33,Bengaluru,Karnataka,87690.0,Retired,,VERIFIED,LOW,True,True
USR68598,Darsh Shah,QYUDB5926H,,1976-11-09 00:00:00,Amritsar,Punjab,31925.0,Gig Worker,,REJECTED,LOW,True,False
USR63615,Orinder Malhotra,DJNUB6767P,4622-4344-4455,1989-12-24 00:00:00,Ldh,Punjab,,Salaried,2026-02-27 00:00:00,VERIFIED,HIGH,True,True
USR34487,Radha Ta1War,NHWGS9684S,2608-6481-0615,2001-02-06 00:00:00,Mumbai,Maharashtra,40619.0,Farmer,2024-05-20 00:00:00,REJECTED,LOW,True,True
USR35762,Lopa Sant,AM0ZC1145V,7746-2387-7254,1966-03-04 00:00:00,Hyderabad,Telangana,21400.0,Self Employed,2024-01-05 00:00:00,VERIFIED,LOW,False,True
USR35671,Priya Kohli,PEELF8091W,5277-2935-6306,1991-09-13 13:45:00,Delhi,Delhi,37979.0,Salaried,2025-10-12 21:21:31,VERIFIED,LOW,True,True
USR34113,Harini Natt,GBQQX6481,1759-5893-8638,1969-09-19 00:00:00,Ludhiana,Punjab,59236.0,Unemployed,2025-10-05 00:00:00,VERIFIED,HIGH,False,True
USR96504,Balveer Madan,VNRUV1222R,,1978-03-21 00:00:00,Mumbai,Maharashtra,22140.0,Retired,2024-09-07 00:00:00,VERIFIED,MEDIUM,True,False
USR45064,Krish Raval,EZZUQ7767J,2094-4501-8319,1992-04-30 17:58:41,Hyderabad,Telangana,17930.0,Retired,2025-12-05 00:00:00,VERIFIED,MEDIUM,True,True
USR36438,Gaurika Randhawa,EFEZY6252I,3445-6083-9372,2006-10-30 00:00:00,Chennai,Tamil Nadu,,Freelancer,2025-09-10 00:00:00,VERIFIED,LOW,True,True
USR37363,Lohit Ganguly,ZOGAA7777M,0822-5619-9867,1989-11-01 15:34:00,Ldh,Punjab,39176.0,Freelancer,2024-10-31 00:00:00,VERIFIED,LOW,True,True
USR56861,Vasudha Kari,UEBNF0739Z,1082-5919-5102,1990-07-13 14:45:12,Jaipur,Rajasthan,52536.0,Self Employed,,PENDING,LOW,True,True
USR71410,Nathaniel Uppal,EXUVJ8676H,2172-8072-4721,2002-08-31 00:00:00,Ludhiana,Punjab,,Retired,2024-06-13 00:00:00,VERIFIED,LOW,True,True
USR86585,Darika Kalita,RVYUG7019X,XXXX-XXXX-1534,2000-02-19 00:00:00,Jalandhar,Punjab,22849.0,Unemployed,2024-10-08 10:33:42,VERIFIED,UNKNOWN,True,True
USR46913,Wishi Sagar,VIKUL9233D,8727-4305-4206,2006-04-09 00:00:00,Bengaluru,Karnataka,32711.0,Freelancer,2025-04-03 00:00:00,VERIFIED,UNKNOWN,True,True
USR54575,Garima Doctor,CKMWQ3578Y,0968-0246-7533,2005-11-17 00:00:00,Pune,Maharashtra,48657.0,Retired,2025-09-10 00:00:00,VERIFIED,HIGH,True,True
USR22653,Idika Kata,ZMYEF8427H,9548208794,2001-03-11 00:00:00,Bengaluru,Karnataka,20829.0,Gig Worker,2024-03-07 00:00:00,VERIFIED,MEDIUM,True,False
USR30456,Isaiah Acharya,TDLGD3655B,9588-6776-9819,,Ludhiana,Punjab,12221.0,Farmer,2026-02-09 12:11:38,VERIFIED,LOW,True,True
USR39197,Aarini Varkey,TLZNP2816B,0807-4478-3830,1974-07-19 04:54:00,Jaipur,Rajasthan,58081.0,Self Employed,2025-05-15 00:00:00,VERIFIED,LOW,True,True
USR99382,Suhani Golla,SBJRW4432,6028-6237-9898,1966-01-23 00:00:00,Delhi,Delhi,13840.0,Self Employed,2024-05-26 00:00:00,VERIFIED,UNKNOWN,False,True
USR60649,Orinder Shenoy,RMTAS8718E,0651-6918-6587,1983-01-21 03:40:15,Kolkata,West Bengal,20661.0,Farmer,2026-03-21 00:00:00,VERIFIED,LOW,True,True
USR39125,Bishakha Lad,DTQUF7828P,8181-2487-2039,1980-11-04 00:00:00,Delhi,Delhi,18114.0,Retired,2024-09-22 00:00:00,VERIFIED,HIGH,True,True
USR89521,Zansi Muni,MEPGC2312K,6691-2357-9770,1980-12-10 00:00:00,Kolkata,West Bengal,50749.0,Farmer,2025-10-06 00:00:00,VERIFIED,LOW,True,True
USR51847,Arjunsaha,RDLST2548R,XXXX-XXXX-8937,1970-01-28 21:04:00,Pune,Maharashtra,,Freelancer,2025-08-11 00:00:00,VERIFIED,LOW,True,True
USR88320,Ryan Puri,UBFQC8593J,8837-8000-7546,,Ldh,Punjab,13600.0,Salaried,2024-07-17 09:52:26,VERIFIED,LOW,True,True
USR75808,Januja Naidu,HMZRU4391U,1260-8392-4890,1984-12-31 01:03:02,Kolkata,West Bengal,25252.0,Freelancer,2024-12-23 00:00:00,VERIFIED,LOW,True,True
USR44497,Devansh Oza,CCDKF3258S,3620-8985-3237,1972-05-31 00:00:00,Delhi,Delhi,35482.0,Self Employed,2025-03-29 00:00:00,PENDING,LOW,True,True
USR98532,Krishna Kalita,ASXRL3734G,1692-7813-3642,1997-11-18 00:00:00,Mumbai,Maharashtra,27358.0,Retired,2024-02-14 00:00:00,VERIFIED,LOW,True,True
USR79245,Vyanjana Chadha,XHEOS2657J,5488-8972-4874,1978-05-20 00:00:00,Jaipur,Rajasthan,28975.0,Gig Worker,2025-03-01 18:49:34,VERIFIED,MEDIUM,True,True
USR60146,Mitali Sani,LAATL0093V,3332-5486-0647,1969-02-28 00:00:00,Delhi,Delhi,43752.0,Farmer,2025-06-04 00:00:00,VERIFIED,HIGH,True,True
USR82959,Ojas Rout,JMZEE4169,4379-9926-9534,2002-08-03 00:00:00,Pune,Maharashtra,26027.0,Gig Worker,2026-03-16 00:00:00,VERIFIED,LOW,False,True
USR83447,Ekiya Jha,BTKKA2174,3966-8543-0236,1968-12-07 00:00:00,Bengaluru,Karnataka,15679.0,Freelancer,2024-01-30 16:03:00,PENDING,LOW,False,True
USR72886,Nachiket Konda,,6548-4550-6627,1985-01-23 00:00:00,Kolkata,West Bengal,35580.0,Gig Worker,2026-08-01 07:32:00,VERIFIED,LOW,False,True
USR15757,Harita Kadakia,DNZZB3434D,3207-7307-0692,1969-09-11 19:53:07,Delhi,Delhi,51347.0,Gig Worker,2025-12-22 00:00:00,PENDING,MEDIUM,True,True
USR43399,Frederick Uppal,CJPUZ8742,5937-7571-1154,1992-04-01 04:08:01,Jalandhar,Punjab,12110.0,Retired,2025-06-04 00:00:00,VERIFIED,MEDIUM,False,True
USR99545,Balendra Sharma,DEDRR9676T,3071-0577-1214,1998-07-21 22:56:39,Jalandhar,Punjab,,Unemployed,2025-11-14 00:00:00,VERIFIED,LOW,True,True
USR39664,Neel Pall,YYHTD5750B,3667-2566-2008,1998-06-28 08:01:51,Mumbay,Maharashtra,35300.0,Self Employed,2025-12-29 00:02:35,PENDING,LOW,True,True
USR44256,Hiteshdayal,NATID1387W,8648-7400-9444,1963-05-06 01:43:15,Hyderabad,Telangana,5200.0,Retired,2025-02-02 00:00:00,VERIFIED,UNKNOWN,True,True
USR25269,Christ0Pher Chatterjee,MECXA9383,9672-1627-7293,2003-11-01 00:00:00,Lucknow,Uttar Pradesh,31258.0,Self Employed,2025-09-29 00:00:00,VERIFIED,MEDIUM,False,True
USR72955,Mohammed Devi,ZCLIF1793A,2190-6895-0990,1992-02-25 00:00:00,Chennai,Tamil Nadu,16571.0,Retired,2024-06-19 20:10:53,VERIFIED,MEDIUM,True,True
USR97716,Jai Natarajan,DQJPB6137V,,1972-10-06 00:00:00,Kolkata,West Bengal,25923.0,Business Owner,2025-10-18 22:49:03,PENDING,UNKNOWN,True,False
USR35923,Girik Parmar,MLISW5702O,4868230159,1982-04-09 21:18:51,Pune,Maharashtra,13109.0,Self Employed,,PENDING,LOW,True,False
USR48549,Anika De,,,1993-05-02 00:00:00,Kolkata,West Bengal,10005.0,Freelancer,2026-02-14 00:00:00,VERIFIED,MEDIUM,False,False
USR98531,Rachita Bhatnagar,TOEUX3135E,6123-5352-4824,1974-10-08 00:00:00,Chennai,Tamil Nadu,,Farmer,2024-12-01 17:28:15,VERIFIED,LOW,True,True
USR66768,Zashil Sekhon,SDENF3438V,XXXX-XXXX-0106,,Hyderabad,Telangana,,Self Employed,2025-01-20 00:00:00,VERIFIED,LOW,True,True
USR73716,Watika Singh,GJFZL8134W,1378-6121-3636,1991-06-19 00:00:00,Jaipur,Rajasthan,,Salaried,,VERIFIED,MEDIUM,True,True
USR25286,Udant Char,VIRGL9858,,1963-11-04 00:00:00,Hyderabad,Telangana,49844.0,Retired,2025-11-04 00:00:00,VERIFIED,MEDIUM,False,False
USR97367,Janya Das,WOFOT4570Q,7937-0032-3732,1972-01-16 07:49:00,Hyderabad,Telangana,,Business Owner,,PENDING,MEDIUM,True,True
USR89466,Orinder Sangha,FPSUK5666F,0530-3265-0507,1980-05-16 06:55:10,Lucknow,Uttar Pradesh,,Student,2025-03-15 22:11:00,VERIFIED,MEDIUM,True,True
USR13479,Watika Dani,MTJNS3961E,4183274556,1990-02-08 00:00:00,Chennai,Tamil Nadu,42825.0,Unemployed,2026-05-03 09:49:00,VERIFIED,MEDIUM,True,False
USR63273,Oliver Mall,PSUAV5571S,9153-2063-2542,1971-04-13 00:50:00,Lucknow,Uttar Pradesh,,Farmer,2024-07-05 18:33:00,VERIFIED,LOW,True,True
USR30921,Chaman Sule,NWEQU0582E,0769-0652-4428,,Jaipur,Rajasthan,17140.0,Unemployed,,VERIFIED,HIGH,True,True
USR38018,Vyanjana Rattan,TKTRH8859J,2664-8972-7572,2000-12-11 03:45:08,Mumbai,Maharashtra,5000.0,Retired,2024-02-21 00:00:00,VERIFIED,LOW,True,True
USR22563,Onkar Roy,JVSYY3577H,7186-0272-7583,1998-04-21 00:00:00,Delhi,Delhi,14600.0,Business Owner,2025-11-06 00:00:00,VERIFIED,HIGH,True,True
USR68592,Baljiwan Memon,JWJWD2487Z,8440-4788-5285,2004-03-29 00:00:00,Jaipur,Rajasthan,21123.0,Retired,2025-10-04 00:00:00,VERIFIED,HIGH,True,True
USR27266,Ikbal Natarajan,MQQLL8530Y,4038-1515-3382,1991-10-30 06:08:02,Kolkata,West Bengal,17792.0,Student,2024-12-20 00:00:00,REJECTED,LOW,True,True
USR62011,Tanish Suresh,JZZUN3543,2150-5443-0305,1994-10-23 00:00:00,Jalandhar,Punjab,34080.0,Gig Worker,2024-01-15 00:00:00,VERIFIED,LOW,False,True
USR49372,Janani Tandon,NAMUA3830Z,1648-7059-8204,1977-07-25 12:57:00,Amritsar,Punjab,35985.0,Gig Worker,,VERIFIED,MEDIUM,True,True
USR55754,Chaman Bumb,SSDGD9608G,0649-1622-3883,1978-05-05 00:00:00,Jaipur,Rajasthan,43800.0,Business Owner,,VERIFIED,UNKNOWN,True,True
USR44496,Bhavna Kala,DAYNZ8586U,5462-7497-0328,1995-05-04 00:00:00,Lucknow,Uttar Pradesh,54859.0,Retired,2024-05-14 00:00:00,VERIFIED,LOW,True,True
USR55607,Zehaan Hegde,LFEWL5910Y,4677-3493-3881,1984-07-08 00:00:00,Ldh,Punjab,29740.0,Unemployed,2024-07-05 00:00:00,VERIFIED,MEDIUM,True,True
USR46930,Rachit Kala,UAJUM7597,9006-1110-3124,1980-02-29 02:27:00,Mumbai,Maharashtra,20564.0,Self Employed,2025-11-10 00:00:00,VERIFIED,LOW,False,True
USR81846,Akshay Bhattacharyya,MZOXK2638X,5399-9761-2700,1977-05-07 00:00:00,Hyderabad,Telangana,76570.0,Business Owner,2025-09-19 00:00:00,REJECTED,HIGH,True,True
USR58858,Urmi Kuruvilla,EFULU8729X,1214-6264-9895,1969-07-24 00:00:00,Jaipur,Rajasthan,45470.0,Business Owner,2025-03-27 00:00:00,VERIFIED,MEDIUM,True,True
USR88124,Ba1Jiwan Luthra,TATOD4317M,9586-2393-3958,1963-10-21 16:00:50,Ludhiana,Punjab,19051.0,Unemployed,2026-03-18 00:00:00,REJECTED,LOW,True,True
USR61676,Nilima Merchant,JZRRY1310S,4213-9764-6302,1981-09-20 00:00:00,Kolkata,West Bengal,11652.0,Gig Worker,2025-08-18 00:00:00,PENDING,LOW,True,True
USR18161,Jairaj Savant,CDLJB7158L,5381-8072-8511,1991-07-22 00:00:00,Chennai,Tamil Nadu,69574.0,Self Employed,2025-01-15 00:00:00,VERIFIED,LOW,True,False
USR83848,Kamala Bera,UIVAK4433,5796-4054-0297,1993-09-01 00:00:00,Bengaluru,Karnataka,22480.0,Self Employed,2026-02-20 12:11:00,VERIFIED,HIGH,False,True
USR86074,Januja Sekhon,TSEHB9876I,8570-7843-9868,1977-09-24 00:00:00,Lucknow,Uttar Pradesh,57300.0,Business Owner,2025-06-16 19:51:19,PENDING,UNKNOWN,True,True
USR93121,Omaja Panchal,WEEBO5935U,6183-0361-3694,1962-08-01 00:00:00,Chennai,Tamil Nadu,20511.0,Salaried,2025-07-11 00:00:00,VERIFIED,MEDIUM,True,True
USR69526,Hema1 Rama,QNECG8920M,8265-5121-5712,1984-03-01 00:00:00,Pune,Maharashtra,31477.0,Salaried,,VERIFIED,MEDIUM,True,True
USR26665,Anay Sundaram,FSLTA0991V,4932-6499-1601,1966-03-22 14:26:38,Bengaluru,Karnataka,15783.0,Self Employed,2025-12-11 23:29:02,VERIFIED,MEDIUM,True,True
USR93989,Ekanta Chanda,MP1UY5216X,1571-9581-8735,1974-09-20 00:00:00,Chennai,Tamil Nadu,27559.0,Freelancer,2024-09-09 10:14:28,REJECTED,MEDIUM,False,True
USR82951,Wyatt Su1E,MQIEQ5583J,5138-2851-0787,2003-09-30 18:15:09,Jalandhar,Punjab,58984.0,Business Owner,2025-12-11 00:00:00,VERIFIED,MEDIUM,True,True
USR70685,Laksh Singhal,WAOAB4600R,4142-4562-1876,1962-12-19 00:00:00,Amritsar,Punjab,,Freelancer,,VERIFIED,HIGH,True,True
USR55812,Gautam Anne,WRDXK9757F,8600-1328-0848,1968-09-27 12:57:00,Lucknow,Uttar Pradesh,17038.0,Unemployed,2024-09-24 00:00:00,VERIFIED,LOW,True,True
USR32628,Varsha Pingle,POIXT7422F,0648-3099-1701,1976-08-21 08:17:00,Chennai,Tamil Nadu,10030.0,Freelancer,2025-06-06 00:00:00,PENDING,LOW,True,True
USR55459,Unni Suri,YOOYA6889T,8461-6053-3498,1975-04-20 00:00:00,Jaipur,Rajasthan,18640.0,Salaried,2026-01-10 00:00:00,VERIFIED,LOW,True,False
USR26656,Manthanbhat,WEMSZ0331C,2019-9632-4139,1965-01-26 23:36:41,Poona,Maharashtra,14854.0,Self Employed,,VERIFIED,MEDIUM,True,True
USR52969,Rajeshri Lad,SSKAR8763D,1291-5790-0945,1983-01-28 00:00:00,Lucknow,Uttar Pradesh,29717.0,Unemployed,2025-10-20 00:00:00,VERIFIED,MEDIUM,True,False
USR38689,Ekansh Goswami,VQCBE5229B,8722-4368-5023,1993-05-12 00:00:00,Kolkata,West Bengal,13237.0,Freelancer,2024-05-10 00:00:00,VERIFIED,UNKNOWN,True,True
USR71693,Daniel Srivastava,NTDKA9026T,0410-3874-3867,1964-10-02 03:50:25,Amritsar,Punjab,9139.0,Salaried,2025-03-09 00:00:00,PENDING,LOW,True,True
USR41737,Nandini Saini,MBNWL7823B,XXXX-XXXX-9905,2005-08-03 13:31:47,Chennai,Tamil Nadu,,Business Owner,2024-10-13 00:00:00,VERIFIED,MEDIUM,True,True
USR59838,Pooja Desai,RFEDV2669N,3153-5280-4375,1961-11-08 00:00:00,Pune,Maharashtra,51700.0,Self Employed,2024-11-15 00:00:00,PENDING,LOW,True,True
USR85479,Farhan Hayre,FNAIG7619A,8323-3644-5951,1987-09-04 00:00:00,Lucknow,Uttar Pradesh,19200.0,Gig Worker,2026-03-02 00:00:00,VERIFIED,LOW,True,True
USR54199,Ayushman Soman,IBZAE2470O,1196-1042-7985,1962-02-18 00:00:00,Lucknow,Uttar Pradesh,49109.0,Farmer,2024-02-02 00:00:00,VERIFIED,MEDIUM,True,True
USR17230,Oliver Sandhu,QVYFO0100O,5606-3402-4360,2002-09-01 00:00:00,Ludhiana,Punjab,11925.0,Unemployed,2024-10-26 00:00:00,VERIFIED,LOW,True,True
USR47802,Jackson Shanker,JPKEF0439G,8804-4624-8322,2000-07-17 15:04:00,Jalandhar,Punjab,21971.0,Salaried,2025-07-02 00:00:00,VERIFIED,HIGH,True,True
USR35656,Chandran Salvi,ACMNV7854X,1308-7282-4104,1970-03-26 06:25:00,Lucknow,Uttar Pradesh,5000.0,Farmer,2024-09-16 00:00:00,VERIFIED,LOW,True,True
USR16897,Manan Bahri,XBZQI7740L,8815599624,1975-09-04 11:44:17,Jalandhar,Punjab,35522.0,Self Employed,2025-04-12 00:00:00,VERIFIED,MEDIUM,True,False
USR29575,Rachit Madan,RVRMI1749U,5362-5545-6080,1983-10-01 00:00:00,Jaipur,Rajasthan,24249.0,Self Employed,2024-04-11 23:33:53,PENDING,MEDIUM,True,True
USR36802,Dipta Sur,VEHBE5392I,9582-0155-5828,2000-05-10 00:00:00,Amritsar,Punjab,27493.0,Salaried,2025-12-27 00:00:00,VERIFIED,HIGH,True,True
USR32970,Ayushman Tella,EWRJO9548X,3261-1896-3706,2000-05-19 00:00:00,Pune,Maharashtra,,Retired,2025-05-05 00:00:00,VERIFIED,MEDIUM,True,True
USR73261,Omaja Parsa,TULHU8289,8630-2703-0328,1965-09-23 00:00:00,Ludhiana,Punjab,38816.0,Retired,2026-02-20 00:00:00,VERIFIED,LOW,False,True
USR90409,Ikshita Kapur,NY0WD7782N,3538-5179-6213,1988-01-23 03:25:06,Kolkata,West Bengal,45512.0,Gig Worker,2024-03-30 00:00:00,VERIFIED,LOW,False,True
USR75768,Leela Madan,,0412871726,1996-05-28 00:00:00,Hyderabad,Telangana,53439.0,Salaried,2024-11-11 23:45:33,VERIFIED,MEDIUM,False,False
USR99921,Yashvi Cheema,SXVMS5746A,7326-9690-0647,1980-12-28 00:00:00,Chennai,Tamil Nadu,13919.0,Freelancer,,VERIFIED,MEDIUM,True,True
USR85501,Ojasvi Pingle,SPLRX7831N,5975-7139-5440,1964-04-01 00:00:00,Jaipur,Rajasthan,12301.0,Gig Worker,2024-06-18 00:00:00,VERIFIED,LOW,True,True
USR46255,Dev Ka1Ita,WXFID2736S,6564-6365-9805,1988-11-24 00:00:00,Jaipur,Rajasthan,37661.0,Business Owner,2024-06-17 00:00:00,VERIFIED,MEDIUM,True,True
USR68069,Zayan Chander,WWMZF4624X,XXXX-XXXX-8372,1972-11-07 00:00:00,Bengaluru,Karnataka,15602.0,Farmer,2026-03-23 16:37:52,PENDING,UNKNOWN,True,True
USR66856,Kala Tara,JCXOO5083N,1336-4228-9394,1996-04-16 09:14:00,Hyderabad,Telangana,26942.0,Salaried,2025-11-19 00:00:00,PENDING,MEDIUM,True,True
USR45739,Warinder Lata,WPPEW2460Z,0396-1021-4539,1999-12-16 00:08:38,Lucknow,Uttar Pradesh,,Salaried,2024-05-02 00:00:00,VERIFIED,LOW,True,True
USR54829,Oeshi Dugar,EECIW7231I,1426-0167-9443,1975-07-13 00:00:00,Bengaluru,Karnataka,42238.0,Retired,2025-08-06 00:00:00,VERIFIED,LOW,True,True
USR76590,Ria Cheema,VIHCR0319B,1683-7549-4482,1966-08-12 00:00:00,Bengaluru,Karnataka,31882.0,Unemployed,2025-02-21 00:00:00,VERIFIED,UNKNOWN,True,True
USR54591,Urvashi Mann,BZYVV9943B,4372-9426-5172,1961-10-11 20:02:38,Chennai,Tamil Nadu,21511.0,Business Owner,2024-12-28 07:20:00,VERIFIED,LOW,True,True
USR35312,Ronith Borra,JXQPS6801N,1524-5714-5422,2004-06-21 00:00:00,Ldh,Punjab,20510.0,Retired,2025-11-04 00:00:00,VERIFIED,MEDIUM,True,True
USR71100,Yashvi Sinha,TUQAQ8127N,3624-5955-5408,1974-01-09 00:00:00,Hyderabad,Telangana,42890.0,Salaried,2025-04-19 23:22:00,PENDING,LOW,True,True
USR73528,Indira Zacharia,PFVFB3849,4079876234,1968-04-30 00:00:00,Delhi,Delhi,19158.0,Student,2025-06-09 00:00:00,VERIFIED,LOW,False,False
USR32666,Laban Ramesh,QWTOV2762P,XXXX-XXXX-8684,1974-12-27 00:00:00,Ldh,Punjab,18560.0,Farmer,2025-05-26 00:00:00,VERIFIED,MEDIUM,True,True
USR91993,Nitara Apte,SXBYQ1203M,1419711810,1970-02-08 00:00:00,Amritsar,Punjab,21532.0,Student,2025-09-29 00:00:00,VERIFIED,LOW,True,False
USR99063,Jack Char,PWSAQ9807S,,1985-05-02 00:00:00,Lucknow,Uttar Pradesh,40281.0,Unemployed,2025-09-23 00:00:00,VERIFIED,LOW,True,False
USR98819,Rajata Bose,EGSTJ6883X,0834-1700-2596,,Chennai,Tamil Nadu,32957.0,Retired,2024-12-22 00:00:00,VERIFIED,LOW,True,True
USR44055,Chaaya M0Re,WAPEL6365K,0504-5286-4570,1977-08-03 00:00:00,Amritsar,Punjab,38672.0,Business Owner,2025-09-12 00:00:00,VERIFIED,MEDIUM,True,True
USR99399,Yamini Choudhury,RJZYH0148L,5640-1135-5963,1989-07-24 00:00:00,Chennai,Tamil Nadu,84300.0,Freelancer,2024-12-22 13:29:00,VERIFIED,LOW,True,True
USR74215,Qasim Panchal,PTZJU8193I,0579-2027-1966,1998-06-27 00:00:00,Jalandhar,Punjab,,Retired,2025-01-01 00:00:00,VERIFIED,UNKNOWN,True,True
USR71408,Chanchal Ramanathan,NCJBD5479R,8039-2926-4613,1970-01-08 00:05:42,Bengaluru,Karnataka,,Salaried,2024-11-27 07:07:53,VERIFIED,LOW,True,True
USR76923,Samarth Mander,RMELJ3378O,8320-6211-4396,1960-09-25 09:49:24,Ldh,Punjab,24925.0,Business Owner,2025-01-02 00:00:00,VERIFIED,LOW,True,True
USR17849,Nathan Ratti,KZJGY2512O,7459-2092-1621,1990-06-27 15:12:00,Lucknow,Uttar Pradesh,,Farmer,,VERIFIED,LOW,True,True
USR46838,Udyati Mangat,,XXXX-XXXX-1690,1962-04-14 00:00:00,Hyderabad,Telangana,15474.0,Self Employed,2024-06-23 00:00:00,VERIFIED,LOW,False,True
USR59697,Jagatwali,HWSIT3156G,1323-6785-7575,1978-08-02 14:35:51,Pune,Maharashtra,33313.0,Retired,2025-05-23 03:12:08,VERIFIED,LOW,True,True
USR29417,Jeet Khosla,FZDMC7005Z,9435-8717-8352,1995-04-23 18:44:09,Amritsar,Punjab,17392.0,Retired,2025-01-23 13:32:05,VERIFIED,MEDIUM,True,True
USR64020,Chakrika Sekhon,JSAKP0562K,4075-5278-5895,,Mumbai,Maharashtra,,Unemployed,2025-07-04 14:46:00,VERIFIED,HIGH,True,True
USR87918,Lucky Balakrishnan,BFVEI8987G,7238-0983-3651,2005-03-06 00:00:00,Bengaluru,Karnataka,23135.0,Gig Worker,2024-05-27 15:07:00,VERIFIED,MEDIUM,True,True
USR24548,Sathvik Bakshi,LJFRL2304X,3503-3538-1224,1974-05-30 02:01:00,Delhi,Delhi,22300.0,Student,2024-12-04 20:45:20,VERIFIED,MEDIUM,True,True
USR10651,Abeer Kulkarni,TCYQH6824Q,0660-0917-8686,2004-02-20 09:36:52,Chennai,Tamil Nadu,46134.0,Self Employed,2026-01-10 00:00:00,REJECTED,MEDIUM,True,True
USR43341,Jeremiah Sami,JHDOT6583O,8251-9122-8026,1993-02-11 02:24:36,Poona,Maharashtra,20667.0,Student,2025-06-03 09:30:00,VERIFIED,LOW,True,True
USR27428,Bishakha Dhingra,XIWQJ5758W,,2006-03-17 23:45:59,Hyderabad,Telangana,22173.0,Retired,2025-06-30 11:24:07,PENDING,LOW,True,False
USR19963,Alka Bajwa,IHJKK0297M,0744-8338-9201,1994-08-07 00:29:28,Mumbai,Maharashtra,32077.0,Student,2024-05-17 05:35:03,VERIFIED,LOW,True,True
USR28067,Lekha Ganguly,FXQZN1731E,6888-4074-8397,,Amritsar,Punjab,72731.0,Gig Worker,,VERIFIED,LOW,True,True
USR26538,Manan Dhaliwal,TA0PR9288J,4652-3063-7798,1973-11-15 00:00:00,Kolkata,West Bengal,49503.0,Retired,2024-06-16 21:14:00,VERIFIED,LOW,False,True
USR66732,Falguni Ravi,TMSMF6392A,,1987-05-29 10:11:00,Delhi,Delhi,57700.0,Retired,2025-08-04 00:00:00,VERIFIED,LOW,True,False
USR90084,Victor Chaudhari,AUPPP0670G,2646-4323-1823,2003-04-29 00:00:00,Jalandhar,Punjab,9056.0,Business Owner,2025-03-12 21:14:15,PENDING,MEDIUM,True,True
USR70523,Warhi Dha1Iwa1,FVMWZ8424M,2460-9691-1663,1993-07-31 01:23:27,Jaipur,Rajasthan,14800.0,Unemployed,2024-01-10 00:00:00,VERIFIED,MEDIUM,True,True
USR24131,Dipta Sura,BFNYN7433D,0402-2045-9394,1977-05-07 00:00:00,Bengaluru,Karnataka,97928.0,Retired,,REJECTED,LOW,True,True
USR95558,Meghana More,SFDLL7997R,1576-7945-0996,1987-09-06 20:46:00,Lucknow,Uttar Pradesh,18484.0,Freelancer,2026-01-15 00:00:00,REJECTED,HIGH,True,True
USR41744,Gunbir Garg,SXLJF7200D,XXXX-XXXX-0686,,Lucknow,Uttar Pradesh,32932.0,Gig Worker,2024-03-23 18:42:08,VERIFIED,MEDIUM,True,True
USR79076,Urvashi Sampath,FUOWS7085G,1664-3427-6787,1972-09-05 05:59:00,Jaipur,Rajasthan,52214.0,Freelancer,2024-05-06 00:00:00,REJECTED,MEDIUM,True,True
USR74133,Ronith Sundaram,QKTUC5471D,4292-1042-7072,1965-03-23 00:00:00,Mumbai,Maharashtra,27724.0,Farmer,2025-06-01 06:55:43,VERIFIED,HIGH,True,True
USR82571,Tanvisaraf,UUPSF9410A,3353-9971-5104,2005-02-01 20:24:00,Hyderabad,Telangana,43634.0,Farmer,2025-04-24 15:14:00,REJECTED,MEDIUM,True,True
USR70005,Alexandernigam,,1503-5194-0126,2003-11-16 00:00:00,Delhi,Delhi,49387.0,Self Employed,2025-05-09 00:00:00,VERIFIED,HIGH,False,True
USR75011,Baljiwan Buch,CATCX6475B,3033-0334-4259,1967-09-09 00:00:00,Lucknow,Uttar Pradesh,33234.0,Gig Worker,2024-03-07 20:40:17,VERIFIED,HIGH,True,True
USR63075,Sanaya Kashyap,RPBVD3529Y,0942-4132-8633,1998-06-10 00:00:00,Delhi,Delhi,22301.0,Freelancer,2025-06-19 00:00:00,VERIFIED,MEDIUM,True,True
USR75656,Keya Ganesh,MAGYB4422G,3907-7610-5766,1990-08-04 00:00:00,Hyderabad,Telangana,35800.0,Retired,2025-11-07 00:00:00,VERIFIED,HIGH,True,True
USR87979,Liam Dhaliwal,GVQJD8656T,2715-8552-6229,2001-09-05 00:00:00,Pune,Maharashtra,16420.0,Salaried,2024-10-05 19:24:18,VERIFIED,LOW,True,True
