merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
MCH9973,"Parsa, Loyal And Pai",4814,Telecommunication Services,Partnership,Lucknow,Uttar Pradesh,2024-04-19 00:00:00,VRDN2962805644016,ACTIVE,1836.29
MCH6583,"Iyengar, Puri And Tiwari",5311,Department Stores,Partnership,Jalandhar,Punjab,2025-07-20 00:00:00,OTYU4679169024065,INACTIVE,4193.64
MCH1567,Samra Plc,5699,Apparel & Clothing,Individual,Mumbai,Maharashtra,2023-07-23 05:44:28,XXXX0316,INACTIVE,1417.9
MCH8125,Dar Plc,5311,Department Stores,Partnership,Ludhiana,Punjab,2025-09-16 00:00:00,VZMM0683609991755,INACTIVE,176.19
MCH6600,Raju Inc,7011,Hotels & Lodging,Individual,Bengaluru,Karnataka,2025-04-18 00:00:00,IHUG8298515768880,ACTIVE,484.58
MCH5626,"Borah, Bedi And Khalsa",7011,Hotels & Lodging,Sole Proprietorship,Hyderabad,Telangana,2026-02-25 00:00:00,,ON_HOLD,1422.38
MCH8570,Reddy Ltd,5942,Books & Stationery,Partnership,Hyderabad,Telangana,2023-03-28 00:00:00,4219980172,ACTIVE,528.1
MCH9693,"Babu, Murty And Rao",5942,Books & Stationery,Sole Proprietorship,Pune,Maharashtra,2023-07-25 19:48:00,SBLA0467817458024,ACTIVE,1260.07
MCH8744,Prashad Llc,5942,Books & Stationery,Individual,Jalandhar,Punjab,2025-03-31 16:57:30,WWJH8069949347893,ACTIVE,3282.54
MCH6033,"Sama, Basak And Majumdar",5999,Miscellaneous Retail,Private Limited,Hyderabad,Telangana,2025-03-05 00:00:00,0665928024,ACTIVE,365.0
MCH6989,Raju Llc,5699,Apparel & Clothing,Individual,Jaipur,Rajasthan,2023-11-03 00:00:00,4351608402,INACTIVE,1427.8
MCH7470,Venkatesh Ltd,5699,Apparel & Clothing,Sole Proprietorship,Lucknow,Uttar Pradesh,2025-04-29 13:49:33,DLXM0557851330372,ACTIVE,787.0
MCH6449,Chakraborty-Hans,5812,Restaurants & Dining,Sole Proprietorship,Hyderabad,Telangana,2024-03-01 00:00:00,XXXX5646,ACTIVE,1506.6
MCH2081,Swaminathan And Sons,7011,Hotels & Lodging,Individual,Jalandhar,Punjab,2026-02-24 00:00:00,,ACTIVE,515.0
MCH7256,Arora-Raman,4131,Transportation,Sole Proprietorship,Lucknow,Uttar Pradesh,2026-02-14 00:00:00,,ACTIVE,449.65
MCH3163,Dada-Kalita,5912,Pharmacies & Healthcare,Partnership,Hyderabad,Telangana,2026-01-16 00:00:00,,ACTIVE,963.91
MCH2589,Dhawan-Thaker,5311,Department Stores,Sole Proprietorship,Hyderabad,Telangana,2025-12-01 00:00:00,XXXX8775,INACTIVE,611.95
MCH5959,Nigam Group,5942,Books & Stationery,Private Limited,Mumbai,Maharashtra,2025-06-14 00:00:00,TOMC3445782175803,INACTIVE,2495.0
MCH4556,Parmar And S0Ns,7011,Hotels & Lodging,Private Limited,Jaipur,Rajasthan,2024-05-16 07:05:47,CXEA6616163600300,ACTIVE,933.34
MCH2899,Sampath-Mannan,5812,Restaurants & Dining,Individual,Bengaluru,Karnataka,2023-05-27 00:00:00,,ACTIVE,379.53
MCH1465,"Shah, Solanki And Rajagopalan",5699,Apparel & Clothing,Individual,Lucknow,Uttar Pradesh,2024-04-10 00:00:00,XXXX9396,SUSPENDED,725.72
MCH6377,"Sharma, Bedi And Pandya",5812,Restaurants & Dining,Partnership,Hyderabad,Telangana,2023-10-03 00:00:00,,SUSPENDED,531.47
MCH7618,Mutti-Mohan,5942,Books & Stationery,Individual,Hyderabad,Telangana,2023-03-14 00:00:00,XXXX5035,ACTIVE,664.0
MCH9824,Memon-Mistry,4814,Telecommunication Services,Partnership,Ludhiana,Punjab,2024-08-16 02:30:46,,ON_HOLD,837.47
MCH1828,Goel Plc,5699,Apparel & Clothing,Private Limited,Chennai,Tamil Nadu,2025-10-15 00:00:00,XXXX2989,ACTIVE,4227.93
MCH7748,Chhabra Group,5812,Restaurants & Dining,Individual,Poona,Maharashtra,2025-12-26 00:00:00,0225226630,ACTIVE,1602.16
MCH8058,Sem-Kapoor,5999,Miscellaneous Retail,Partnership,Kolkata,West Bengal,2024-06-05 00:00:00,XXXX0797,ACTIVE,8700.14
MCH1199,Chad-Grewal,5812,Restaurants & Dining,Sole Proprietorship,Hyderabad,Telangana,2024-11-22 00:00:00,8520358001,ACTIVE,187.18
MCH5767,Pandya Inc,4814,Telecommunication Services,Individual,Jaipur,Rajasthan,2024-01-09 00:00:00,6172553008,ACTIVE,793.79
MCH3535,"Mammen, Patla And Kala",4131,Transportation,Sole Proprietorship,Jaipur,Rajasthan,2025-08-08 00:00:00,,ACTIVE,1091.98
MCH2910,"Mall, Sankaran And Mittal",4131,Transportation,Private Limited,Delhi,Delhi,2025-09-28 00:00:00,XXXX0107,ACTIVE,3631.28
MCH6263,"Bahri, Bajaj And Mander",5942,Books & Stationery,Individual,Chennai,Tamil Nadu,2025-09-10 00:00:00,,INACTIVE,667.85
MCH1270,Tiwari And Sons,5311,Department Stores,Private Limited,Hyderabad,Telangana,2023-06-02 14:56:50,,ACTIVE,1107.02
MCH1913,"Sandal, Srinivas And Lata",5912,Pharmacies & Healthcare,Partnership,Lucknow,Uttar Pradesh,2023-09-06 00:00:00,3453698993,ACTIVE,468.17
MCH3765,Mohanty Llc,5311,Department Stores,Partnership,Hyderabad,Telangana,2023-06-20 05:11:20,0770998127,ACTIVE,1911.75
MCH7639,Guha And Sons,5699,Apparel & Clothing,Private Limited,Jalandhar,Punjab,2024-10-04 00:29:00,CBVL9950272702158,ACTIVE,2082.39
MCH6737,Kohli Inc,5942,Books & Stationery,Partnership,Ludhiana,Punjab,2023-06-07 00:00:00,7394942754,ACTIVE,675.29
MCH9749,"Vasa, Jha And Babu",7011,Hotels & Lodging,Sole Proprietorship,Chennai,Tamil Nadu,2025-04-08 00:00:00,KYLU7872860441516,ACTIVE,276.87
MCH3803,"Tara, Wali And Sachdev",5942,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2025-10-14 23:06:00,,ACTIVE,2461.72
MCH1645,Savant-Singha1,5942,Books & Stationery,Sole Proprietorship,Chennai,Tamil Nadu,2024-04-19 00:00:00,GUUE6743967074534,ACTIVE,337.0
MCH6441,Bhatia And Sons,7011,Hotels & Lodging,Partnership,Lucknow,Uttar Pradesh,2025-12-20 07:37:00,,ACTIVE,995.16
MCH2650,Choudhary Ltd,5942,Books & Stationery,Individual,Delhi,Delhi,2024-09-22 00:00:00,,INACTIVE,1197.2
MCH9883,"K0Rpa1, Bera And Sachdeva",4814,Telecommunication Services,Partnership,Bengaluru,Karnataka,2025-08-07 00:00:00,,ACTIVE,1595.57
MCH8663,Khalsa Group,5942,Books & Stationery,Partnership,Jalandhar,Punjab,2023-05-04 00:00:00,CZSI5545012134696,INACTIVE,338.0
MCH1786,"Ganguly, Mammen And Babu",5411,Grocery Stores,Sole Proprietorship,Pune,Maharashtra,2025-05-22 00:00:00,YNDF5378176701295,ACTIVE,1212.0
MCH6164,"Bir, Patil And Chahal",5912,Pharmacies & Healthcare,Sole Proprietorship,Mumbay,Maharashtra,2023-01-03 18:39:00,4503250362,ACTIVE,1451.0
MCH3997,Bhatia Inc,4814,Telecommunication Services,Partnership,Kolkata,West Bengal,2025-01-19 14:57:11,XXXX8184,INACTIVE,702.23
MCH6860,Buch Plc,5699,Apparel & Clothing,Private Limited,Kolkata,West Bengal,2025-01-09 00:00:00,,ACTIVE,364.0
MCH8900,Nadkarni-Khare,5812,Restaurants & Dining,Individual,Lucknow,Uttar Pradesh,2025-06-11 00:00:00,ORVR2313413068698,INACTIVE,1349.0
MCH9554,Kale Ltd,4814,Telecommunication Services,Partnership,Kolkata,West Bengal,2025-07-12 00:00:00,,ON_HOLD,696.0
MCH4383,"Sabharwal, Patla And Nagy",5812,Restaurants & Dining,Individual,Jaipur,Rajasthan,2024-12-13 00:00:00,,ACTIVE,4027.8
MCH2800,Raja-Naik,5311,Department Stores,Private Limited,Bengaluru,Karnataka,2024-04-18 00:00:00,9493307388,INACTIVE,1096.85
MCH5921,Saraf-Saraf,7011,Hotels & Lodging,Individual,Jaipur,Rajasthan,2025-05-31 15:14:51,XXXX9547,INACTIVE,352.95
MCH3384,Gill-Bakshi,5999,Miscellaneous Retail,Partnership,Kolkata,West Bengal,2023-06-27 00:00:00,8993037640,ACTIVE,1223.35
MCH6960,Das-Dhawan,5812,Restaurants & Dining,Partnership,Jaipur,Rajasthan,2023-01-22 00:00:00,,ACTIVE,1832.0
MCH3325,Varty-Vig,5912,Pharmacies & Healthcare,Partnership,Kolkata,West Bengal,2023-10-29 00:00:00,XXXX1753,ACTIVE,4212.0
MCH2575,Rast0Gi-Verma,5912,Pharmacies & Healthcare,Individual,Pune,Maharashtra,2025-04-09 16:48:12,XXXX2986,ACTIVE,549.08
MCH3348,"Chauhan, Chowdhury And Dhillon",5942,Books & Stationery,Individual,Amritsar,Punjab,2023-12-16 00:00:00,MCSB8481417353125,ACTIVE,3038.21
MCH8842,"Bala, Pillai And Kala",5999,Miscellaneous Retail,Partnership,Amritsar,Punjab,2023-04-23 00:00:00,XXXX1658,SUSPENDED,
MCH1473,Lata-Khurana,5912,Pharmacies & Healthcare,Partnership,Hyderabad,Telangana,,,INACTIVE,326.76
MCH9995,Ben-Krish,5999,Miscellaneous Retail,Sole Proprietorship,Pune,Maharashtra,2025-11-09 20:22:00,FLBG6350605755281,ACTIVE,2919.94
MCH9398,"Soman, Murthy And Mangat",5411,Grocery Stores,Partnership,Bengaluru,Karnataka,2026-02-21 00:00:00,,ACTIVE,5429.9
MCH8505,Kamdar-Ghosh,5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,2023-08-02 00:00:00,XXXX4333,ACTIVE,517.98
MCH3780,Hegde Group,5311,Department Stores,Private Limited,Lucknow,Uttar Pradesh,2026-02-27 20:38:00,XXXX3079,SUSPENDED,315.62
MCH5762,Hayre And Sons,5942,Books & Stationery,Sole Proprietorship,Kolkata,West Bengal,2024-01-05 06:19:29,XXXX2767,ACTIVE,823.98
MCH6200,"Sen, Walla And Bath",5999,Miscellaneous Retail,Private Limited,Delhi,Delhi,2024-01-29 20:38:00,,ACTIVE,
MCH7108,Krishnan Group,5411,Grocery Stores,Sole Proprietorship,Delhi,Delhi,2023-05-14 00:00:00,,ACTIVE,567.27
MCH6035,Radhakrishnan-Chad,5812,Restaurants & Dining,Partnership,Delhi,Delhi,2026-01-25 00:00:00,,ACTIVE,706.81
MCH4693,Dhingra-Bava,7011,Hotels & Lodging,Private Limited,Mumbai,Maharashtra,2024-12-28 01:09:00,,ACTIVE,3445.16
MCH9456,"Rajagopalan, Luthra And Singh",5999,Miscellaneous Retail,Individual,Delhi,Delhi,2025-09-22 04:16:00,XXXX4617,ACTIVE,
MCH8928,Deo Plc,4131,Transportation,Partnership,Chennai,Tamil Nadu,2024-10-18 05:30:00,XXXX5889,ACTIVE,1547.93
MCH2205,Mannan And Sons,5999,Miscellaneous Retail,Sole Proprietorship,Ludhiana,Punjab,2023-07-23 00:00:00,XXXX7174,INACTIVE,490.97
MCH4033,Kota Plc,5699,Apparel & Clothing,Individual,Ludhiana,Punjab,2025-02-23 00:33:29,5691989399,ACTIVE,1305.4
MCH3154,Bhardwaj Ltd,4131,Transportation,Individual,Mumbai,Maharashtra,2024-10-28 07:15:31,XXXX9089,INACTIVE,633.37
MCH3548,"Bhakta, Dhaliwal And Comar",4814,Telecommunication Services,Individual,Jaipur,Rajasthan,,VZDR7391504338268,ACTIVE,1931.09
MCH6354,"Gulati, Khosla And Peri",5812,Restaurants & Dining,Partnership,Lucknow,Uttar Pradesh,2025-08-14 00:00:00,,ACTIVE,122.8
MCH3611,"Ratti, Sunder And Kapoor",4131,Transportation,Private Limited,Bengaluru,Karnataka,,XXXX2260,ACTIVE,787.19
MCH3886,Gandhi Inc,5812,Restaurants & Dining,Sole Proprietorship,Kolkata,West Bengal,2025-12-18 00:00:00,XXXX0009,ACTIVE,3831.0
MCH8272,Bava And Sons,5311,Department Stores,Sole Proprietorship,Bengaluru,Karnataka,2024-08-08 15:02:00,1994793915,ACTIVE,946.17
MCH4382,"Bahl, Ratta And Mann",5912,Pharmacies & Healthcare,Individual,Mumbai,Maharashtra,2023-07-18 20:54:40,,ACTIVE,1094.0
MCH2357,Shan Ltd,5999,Miscellaneous Retail,Individual,Jalandhar,Punjab,2025-06-16 00:00:00,XXXX8144,ACTIVE,945.26
MCH1148,Deep-Manda,4131,Transportation,Individual,Amritsar,Punjab,2025-06-15 00:35:23,,ACTIVE,3461.0
MCH4026,Nagy Ltd,5812,Restaurants & Dining,Private Limited,Kolkata,West Bengal,,,ACTIVE,1027.0
MCH1522,Mody Inc,5912,Pharmacies & Healthcare,Sole Proprietorship,Jaipur,Rajasthan,2024-08-04 00:00:00,,ACTIVE,631.57
MCH6144,Ravi-Dhingra,5912,Pharmacies & Healthcare,Private Limited,Hyderabad,Telangana,2023-04-28 00:00:00,,ACTIVE,2686.0
MCH6062,Kata Plc,5699,Apparel & Clothing,Sole Proprietorship,Mumbai,Maharashtra,2025-09-10 00:00:00,3065314778,ACTIVE,9045.0
MCH8929,Suri-Toor,5999,Miscellaneous Retail,Individual,Hyderabad,Telangana,,,ACTIVE,447.0
MCH9506,"Savant, Bains And Bali",5912,Pharmacies & Healthcare,Partnership,Poona,Maharashtra,2025-12-01 00:00:00,XXXX0299,ACTIVE,353.01
MCH7605,Beh1-D’A1Ia,5311,Department Stores,Partnership,Chennai,Tamil Nadu,2023-05-03 00:00:00,,ACTIVE,6345.68
MCH6594,Varkey-Bhatti,5411,Grocery Stores,Partnership,Poona,Maharashtra,2025-01-24 23:13:22,7425361686,ACTIVE,1271.0
MCH1154,"Oommen, Tata And Randhawa",7011,Hotels & Lodging,Partnership,Kolkata,West Bengal,2025-04-18 00:00:00,RBFJ6015227406897,ACTIVE,655.3
MCH6013,Date Ltd,5699,Apparel & Clothing,Individual,Mumbai,Maharashtra,2025-11-12 09:48:09,9831248184,INACTIVE,138.89
MCH3122,Lala-Chaudhari,4814,Telecommunication Services,Sole Proprietorship,Ldh,Punjab,2024-12-09 00:00:00,XXXX8953,ACTIVE,380.73
MCH8297,Natarajan-Gill,4814,Telecommunication Services,Individual,Lucknow,Uttar Pradesh,2024-05-14 00:00:00,BYTE1111357515501,ACTIVE,558.71
MCH3388,"Chaudhary, Patel And Bhatti",7011,Hotels & Lodging,Partnership,Delhi,Delhi,2026-02-10 03:56:14,,INACTIVE,2198.14
MCH6155,Kari-Basu,5699,Apparel & Clothing,Sole Proprietorship,Hyderabad,Telangana,2023-06-20 00:00:00,,ACTIVE,705.71
MCH2382,Parsa-Mandal,4814,Telecommunication Services,Individual,Jalandhar,Punjab,2026-01-30 05:50:43,,SUSPENDED,16892.62
MCH9975,Nadkarni-Sane,5999,Miscellaneous Retail,Sole Proprietorship,Delhi,Delhi,2025-08-02 00:00:00,XXXX7415,ACTIVE,4465.19
MCH5316,Madan Ltd,5311,Department Stores,Individual,Kolkata,West Bengal,2023-05-11 17:42:55,,ACTIVE,706.61
MCH5881,"Bandi, Krishnamurthy And Saran",5411,Grocery Stores,Partnership,Amritsar,Punjab,2025-12-13 00:00:00,XXXX6576,ACTIVE,345.76
MCH3594,Khalsa Inc,5999,Miscellaneous Retail,Partnership,Chennai,Tamil Nadu,,7162144056,ACTIVE,381.0
MCH4583,Krish-Dar,5812,Restaurants & Dining,Sole Proprietorship,Mumbai,Maharashtra,2025-11-23 00:00:00,5472564311,ACTIVE,4726.0
MCH3292,Murthy Plc,5942,Books & Stationery,Individual,Chennai,Tamil Nadu,2023-06-21 00:00:00,XXXX2688,INACTIVE,2151.78
MCH4417,Nair-Bhavsar,5942,Books & Stationery,Private Limited,Jalandhar,Punjab,2024-10-26 00:00:00,XXXX2826,ACTIVE,291.65
MCH5375,"Zacharia, Krishnamurthy And Talwar",5699,Apparel & Clothing,Individual,Pune,Maharashtra,2023-02-04 11:37:21,6686840480,ACTIVE,872.85
MCH8896,Yadav-Padmanabhan,4131,Transportation,Private Limited,Hyderabad,Telangana,2024-02-05 00:00:00,XXXX8367,ACTIVE,1243.9
MCH7835,"Dugar, Dhawan And De",7011,Hotels & Lodging,Private Limited,Lucknow,Uttar Pradesh,2023-12-26 12:25:00,,SUSPENDED,1744.59
MCH8334,"Rai,Bandiandjayaraman",4131,Transportation,Partnership,Kolkata,West Bengal,2024-08-17 14:07:20,MJDT6229880746794,ACTIVE,3117.64
MCH3758,Dube Ltd,5999,Miscellaneous Retail,Sole Proprietorship,Delhi,Delhi,2023-09-10 22:18:52,7052831071,ACTIVE,1607.42
MCH9406,Randhawa And Sons,5812,Restaurants & Dining,Individual,Lucknow,Uttar Pradesh,2025-08-11 00:00:00,XXXX6795,ACTIVE,2159.94
MCH8412,Sachdeva-Mutti,5311,Department Stores,Private Limited,Bengaluru,Karnataka,2023-03-01 00:00:00,,ACTIVE,2327.41
MCH7582,Gola Ltd,4131,Transportation,Individual,Kolkata,West Bengal,2024-07-31 16:49:00,,ACTIVE,1056.25
MCH4815,"Karan, Bhattacharyya And Saran",5912,Pharmacies & Healthcare,Private Limited,Kolkata,West Bengal,2025-04-10 08:18:32,4505912973,ACTIVE,1152.86
MCH4875,"Sangha, Sodhi And Banik",5999,Miscellaneous Retail,Sole Proprietorship,Kolkata,West Bengal,2023-12-03 09:59:00,,INACTIVE,303.18
MCH3184,"Sane, Dhawan And Prabhakar",4814,Telecommunication Services,Individual,Mumbai,Maharashtra,2023-09-12 00:00:00,,ACTIVE,1192.54
MCH4930,Dasgupta-Dua,5812,Restaurants & Dining,Partnership,Jaipur,Rajasthan,2025-06-25 14:06:00,,ACTIVE,1023.36
MCH7078,"Vasa, Gade And Viswanathan",5699,Apparel & Clothing,Individual,Mumbai,Maharashtra,2025-08-17 00:00:00,XXXX5209,ACTIVE,660.73
MCH9226,Bhatnagar-Magar,5812,Restaurants & Dining,Partnership,Chennai,Tamil Nadu,2024-11-27 00:00:00,CSVM1025081118272,SUSPENDED,500.21
MCH3593,"Kara,Brarandapte",4814,Telecommunication Services,Private Limited,Mumbai,Maharashtra,2023-12-04 15:44:19,,ACTIVE,474.6
MCH8980,Sibal And Sons,5999,Miscellaneous Retail,Sole Proprietorship,Kolkata,West Bengal,,NSXF9069953614841,ACTIVE,972.53
MCH2605,Gera-Karpe,5699,Apparel & Clothing,Individual,Mumbai,Maharashtra,2026-02-25 00:00:00,ZUZI7142150561628,ACTIVE,1371.0
MCH8832,Gour Ltd,5942,Books & Stationery,Individual,Pune,Maharashtra,2024-10-19 08:26:23,9524602047,ACTIVE,
MCH4577,"Acharya, Apte And Bajwa",5999,Miscellaneous Retail,Sole Proprietorship,Chennai,Tamil Nadu,2025-09-14 00:00:00,XXXX2492,ACTIVE,461.44
MCH1035,Minhas-Khatri,5812,Restaurants & Dining,Sole Proprietorship,Mumbay,Maharashtra,2024-01-24 00:00:00,LDCT0604920639781,ACTIVE,5777.68
MCH1458,Chatterjee-Saran,5311,Department Stores,Sole Proprietorship,Jalandhar,Punjab,2025-09-05 00:00:00,XXXX1187,INACTIVE,658.54
MCH3075,Setty Ltd,5411,Grocery Stores,Private Limited,Mumbay,Maharashtra,,,ACTIVE,1370.51
MCH2108,Sankar-Desai,5912,Pharmacies & Healthcare,Sole Proprietorship,Ludhiana,Punjab,2023-10-30 00:00:00,9695114754,SUSPENDED,1535.43
MCH6726,Boase-Chatterjee,7011,Hotels & Lodging,Individual,Chennai,Tamil Nadu,2024-04-10 07:16:24,,SUSPENDED,1583.09
MCH6966,"Wali, Mand And Prabhakar",5942,Books & Stationery,Partnership,Amritsar,Punjab,2023-10-16 00:00:00,,ACTIVE,2789.87
MCH5370,Lala Llc,5311,Department Stores,Individual,Delhi,Delhi,2025-05-07 03:36:09,,ACTIVE,1448.94
MCH7199,Manda And Sons,5942,Books & Stationery,Sole Proprietorship,Delhi,Delhi,2026-10-02 11:11:00,,ACTIVE,1077.86
MCH2528,Cherian Ltd,5999,Miscellaneous Retail,Private Limited,Jalandhar,Punjab,2024-08-03 00:00:00,,ACTIVE,830.85
MCH9160,Som Ltd,4814,Telecommunication Services,Partnership,Ludhiana,Punjab,2025-01-29 00:00:00,9756179537,ACTIVE,722.22
MCH5776,Varma-Bahri,5699,Apparel & Clothing,Individual,Mumbai,Maharashtra,2025-04-10 00:00:00,0509545143,INACTIVE,807.85
MCH1854,"Sule, Prashad And Balay",7011,Hotels & Lodging,Partnership,Amritsar,Punjab,2023-09-21 00:00:00,XXXX8005,ACTIVE,5318.31
MCH1936,"Batra, Ramanathan And Din",5912,Pharmacies & Healthcare,Sole Proprietorship,Hyderabad,Telangana,2024-07-16 00:00:00,XXXX3173,ACTIVE,143.98
MCH4261,Swaminathan Ltd,7011,Hotels & Lodging,Private Limited,Lucknow,Uttar Pradesh,2025-06-08 20:07:40,XXXX1395,ACTIVE,965.51
MCH4486,"Bumb, Kibe And Saraf",4814,Telecommunication Services,Private Limited,Chennai,Tamil Nadu,2026-02-14 00:00:00,XXXX9655,ACTIVE,2112.84
MCH3078,"Gandhi, Rout And Sankaran",7011,Hotels & Lodging,Sole Proprietorship,Bengaluru,Karnataka,2023-07-10 04:10:18,,ACTIVE,752.09
MCH1234,Comar-Kari,4131,Transportation,Sole Proprietorship,Jalandhar,Punjab,,IUGP6821222732474,ACTIVE,1120.89
MCH8470,Munshi-Reddy,4131,Transportation,Sole Proprietorship,Pune,Maharashtra,2025-12-29 00:00:00,,ACTIVE,1203.0
MCH9228,Ram Inc,5999,Miscellaneous Retail,Individual,Hyderabad,Telangana,2025-10-19 16:20:00,XXXX4276,ACTIVE,1661.79
MCH4675,"Minhas, Narayan And Bandi",5942,Books & Stationery,Sole Proprietorship,Jalandhar,Punjab,2023-06-15 10:04:37,,ACTIVE,
MCH8603,Mane Ltd,5812,Restaurants & Dining,Sole Proprietorship,Ludhiana,Punjab,2023-04-01 16:26:07,9861979521,ACTIVE,258.46
MCH8245,"Dhillon, Saran And Kalita",7011,Hotels & Lodging,Partnership,Ludhiana,Punjab,2025-09-06 00:00:00,,ACTIVE,2778.0
MCH9780,"Kibe, Setty And Kaul",5942,Books & Stationery,Private Limited,Mumbai,Maharashtra,2024-07-14 00:00:00,EUVJ9352599503304,ACTIVE,3251.18
MCH1020,Garg-Kale,4131,Transportation,Sole Proprietorship,Amritsar,Punjab,2023-05-09 00:00:00,,ACTIVE,1015.68
MCH9814,Sekhon-Luthra,5411,Grocery Stores,Individual,Hyderabad,Telangana,2023-06-12 00:00:00,,ACTIVE,2338.35
MCH8177,Soman Inc,5812,Restaurants & Dining,Private Limited,Kolkata,West Bengal,2024-04-03 04:33:00,XXXX3095,ACTIVE,2423.6
MCH8726,Rast0Gi-Saini,5999,Miscellaneous Retail,Partnership,Ludhiana,Punjab,,5579571324,ACTIVE,4900.29
MCH1378,Patil-Deshmukh,5311,Department Stores,Private Limited,Chennai,Tamil Nadu,2023-09-10 00:00:00,HYZE0588457086111,ACTIVE,387.99
MCH5154,Bhargava-Dey,5912,Pharmacies & Healthcare,Partnership,Jalandhar,Punjab,2025-03-22 00:00:00,XPFJ2723277827453,ACTIVE,861.82
MCH4482,Sawhney-Raman,7011,Hotels & Lodging,Private Limited,Ludhiana,Punjab,,8584867343,ACTIVE,246.88
MCH4363,Bhagatinc,5912,Pharmacies & Healthcare,Private Limited,Jalandhar,Punjab,2023-07-22 00:00:00,2625500394,ACTIVE,1657.41
MCH1422,Merchant And Sons,5912,Pharmacies & Healthcare,Individual,Hyderabad,Telangana,2023-04-25 00:00:00,,ACTIVE,4074.0
MCH9251,"Venkatesh, Randhawa And Lal",4131,Transportation,Sole Proprietorship,Lucknow,Uttar Pradesh,2026-01-02 09:37:10,6838955230,ACTIVE,621.25
MCH5829,Batta Ltd,5812,Restaurants & Dining,Sole Proprietorship,Jalandhar,Punjab,2024-11-07 00:00:00,SFSR8195478520780,SUSPENDED,690.13
MCH6920,"Bhagat, Nadkarni And Dyal",5311,Department Stores,Individual,Kolkata,West Bengal,2026-01-01 00:00:00,JTIZ3629800274600,ACTIVE,410.54
MCH2078,Chada-Dubey,5311,Department Stores,Individual,Bengaluru,Karnataka,2025-03-14 00:00:00,,ACTIVE,1915.85
MCH7870,Vyas Inc,4814,Telecommunication Services,Individual,Amritsar,Punjab,2023-08-26 09:30:35,,ACTIVE,926.49
MCH7546,Koshy Llc,5912,Pharmacies & Healthcare,Individual,Delhi,Delhi,2024-11-17 00:00:00,XXXX1749,ACTIVE,356.0
MCH1904,Sandal Inc,4814,Telecommunication Services,Individual,Jalandhar,Punjab,2024-03-23 06:08:07,EZBT7024632751925,ACTIVE,1398.65
MCH7495,"Biswas, Mane And Hari",5311,Department Stores,Private Limited,Delhi,Delhi,,,ACTIVE,993.25
MCH4126,"Wali, Mahal And Prabhu",4131,Transportation,Individual,Hyderabad,Telangana,2023-09-12 15:51:00,RAIS4512083077234,ACTIVE,1593.0
MCH7222,Verma And Sons,4814,Telecommunication Services,Individual,Delhi,Delhi,2023-11-07 00:00:00,,INACTIVE,4154.85
MCH2327,"Ganguly, Grover And Mutti",5999,Miscellaneous Retail,Sole Proprietorship,Jaipur,Rajasthan,2025-01-24 00:00:00,XXXX8996,SUSPENDED,12565.25
MCH1977,Mukherjee-Menon,5311,Department Stores,Partnership,Hyderabad,Telangana,2025-04-29 03:02:42,XXXX1090,ACTIVE,4221.17
MCH5799,Nagar Inc,7011,Hotels & Lodging,Private Limited,Jalandhar,Punjab,2026-02-16 00:00:00,RWJB2008792112548,ACTIVE,209.08
MCH4943,Sawhney-Dugar,7011,Hotels & Lodging,Sole Proprietorship,Chennai,Tamil Nadu,2023-07-16 00:00:00,,INACTIVE,470.52
MCH9471,Sarma Ltd,5699,Apparel & Clothing,Partnership,Hyderabad,Telangana,2023-10-26 00:00:00,XXXX5808,ACTIVE,2136.82
MCH7978,K0Rpa1-Bassi,4814,Telecommunication Services,Private Limited,Jalandhar,Punjab,2025-10-26 14:25:48,,ACTIVE,4486.97
MCH9009,"Singhal, Patil And Brar",5311,Department Stores,Private Limited,Jalandhar,Punjab,2026-02-20 19:57:40,7365281036,INACTIVE,1016.03
MCH1947,"Batra, Kar And Sodhi",5699,Apparel & Clothing,Partnership,Bengaluru,Karnataka,2025-08-24 19:46:43,QPJE6965990436721,ACTIVE,3015.23
MCH9429,"Sachar, Borra And Raj",4814,Telecommunication Services,Private Limited,Bengaluru,Karnataka,,,ACTIVE,1031.66
MCH3742,"Mall, Sarma And Merchant",5999,Miscellaneous Retail,Partnership,Jalandhar,Punjab,2025-06-19 08:34:00,,ACTIVE,330.87
MCH4133,"Nayak, Prabhu And Som",4131,Transportation,Individual,Mumbay,Maharashtra,2023-12-20 07:08:02,,ACTIVE,570.23
MCH4581,"Tailor, Ganesh And Menon",5812,Restaurants & Dining,Partnership,Mumbai,Maharashtra,2025-11-02 00:00:00,,INACTIVE,1137.0
MCH9296,Bhakta-Sen,5699,Apparel & Clothing,Private Limited,Delhi,Delhi,2024-12-29 00:00:00,CFXN3327085441809,ACTIVE,453.57
MCH6818,"Bava, Badami And Sodhi",5311,Department Stores,Partnership,Mumbai,Maharashtra,2023-03-16 00:00:00,JOTB5244966377910,ACTIVE,3479.78
MCH3420,"Mani, Kota And Deol",4131,Transportation,Individual,Jaipur,Rajasthan,2024-01-18 11:43:00,,INACTIVE,453.43
MCH2451,"Halder, Kannan And Dixit",7011,Hotels & Lodging,Private Limited,Kolkata,West Bengal,2025-11-20 00:00:00,NIXX7228219214941,INACTIVE,610.7
